time (s),concentration (%) predicted
201,0.04559260298364583
204,0.02434733391709411
207,0.04152847762577327
210,0.014025745706622949
213,0.020390725103079606
216,0.062322177208117176
219,0.010176653436468026
222,-0.02581988544754893
225,-0.01257384724411099
228,-0.031152706022958623
231,0.007058673664555372
234,0.0598923033169025
237,0.03254009455915453
240,-0.0033059211634593184
243,0.01110129571365617
246,0.010542209685588779
249,-0.028077732868589497
252,0.001317290222480635
255,-0.01145567518797697
258,-0.010208483279211603
261,0.014520321808374283
264,-0.02115366744406545
267,-0.0025318020476735228
270,-0.017971177745836737
273,-0.020594581415998056
276,-0.05680615338773266
279,-0.005004682556432494
282,-0.00767109284413734
285,0.005768475138246477
288,-0.030271070363314008
291,-0.04508685010709454
294,-0.05510739199475948
297,0.006994163738239316
300,-0.0262929582405285
303,0.02312164531710051
306,-0.058655437942108944
309,0.02935760486092658
312,-0.009520377398513627
315,0.0216809236293885
318,-0.03224937477032088
321,-0.046549075103577545
324,-0.03805526813871091
327,-0.03433519572118733
330,0.008434885425951324
333,0.011294825492602046
336,0.02329367178727462
339,-0.00012343146523060812
342,0.0022204291908970147
345,-0.02409962074580399
348,-0.009111814531849347
351,0.05071039047133788
354,-0.005305728879237953
357,0.007359719987360068
360,0.050538364001163
363,0.018347910769757444
366,0.0556346481800833
369,-0.0007685307283850557
372,0.0019408861768633189
375,-0.010939595777453107
378,0.025099949724107378
381,-0.029195904924723518
384,0.08352443965712612
387,0.004736316317198749
390,-0.02672302441596531
393,0.008864951601387366
396,0.00847789204349485
399,0.018562943857475846
402,0.0027365086014201146
405,0.07107402387824574
408,0.05554863494499548
411,0.07935279775539399
414,0.06047289265374165
417,0.12149928294814996
420,0.10367303997631559
423,0.18041834898292003
426,0.22849974739669662
429,0.19334183755478077
432,0.2605611807754716
435,0.38381814665551006
441,0.4056870116764452
447,0.4136217326132445
453,0.5128595025951668
456,0.4830344133286606
459,0.37048609521698506
462,0.4590582240480872
465,0.44529610643412615
468,0.45944528360598047
471,0.45258572810777176
474,0.5606828613036806
477,0.5129455158302538
480,0.4761318512129083
483,0.5074406687846692
486,0.49606541844437935
489,0.5503397697844385
492,0.5006026165952323
495,0.4946031934478963
498,0.6185912718261763
501,0.5808744682404144
504,0.599044764152597
507,0.519353501844254
510,0.6385893489839635
513,0.6237950725489554
516,0.4648426141077055
519,0.4760243346690487
522,0.5141066945039313
525,0.5435447242125451
528,0.45372540347267754
531,0.41140689180974743
534,0.4341573924903264
537,0.4788842747357002
540,0.5032905301917089
543,0.5168376147179523
546,0.5385989631950279
549,0.47439008320239084
552,0.452994290974436
555,0.4737879905567799
558,0.5375237977564373
561,0.4288460752236885
564,0.5771974024404344
567,0.5240627264652817
570,0.7130553072607555
573,0.6904553297415789
576,0.5868738913877504
579,0.5850676134509183
582,0.600829538780658
585,0.7178935517344139
588,0.6388688919979971
591,0.6256013504857881
594,0.707614970141487
597,0.6641997897311939
600,0.6999167856011772
603,0.6645653459803147
606,0.7203234256256286
609,0.7235059153238573
612,0.7410741185904297
615,0.7070128774958762
618,0.7838226964287959
621,0.8200987783268465
624,0.7355477682360734
627,0.7257207561273543
630,0.8360112268179886
633,0.7665985461025732
639,0.7478261575447789
642,0.7575886597271827
645,0.7883168879621052
648,0.7181300881309041
651,0.749352892467578
654,0.7216781340782535
657,0.775006339832352
660,0.7641256655938142
663,0.7511591704044107
666,0.6598991279768311
669,0.6506527052049513
672,0.710109353959017
675,0.7915853908954202
678,0.8129166731970605
681,0.7586208185482296
684,0.6872943433521219
687,0.7422998071904233
690,0.7598035005306797
693,0.7795435379832049
696,0.6959601767871635
699,0.7943593177269846
702,0.7632870365517139
705,0.8114759515093493
708,0.8081859452672617
711,0.8553211980950777
714,0.7730925453516604
717,0.771479797193775
720,0.7733720883656942
723,0.7461488994605775
726,0.7877578019340379
729,0.9143262773649355
732,0.902649980701841
735,0.8166152423058123
738,0.8760718910598788
741,0.8273453933829478
744,0.8120995474637313
747,0.8181634805373832
750,0.8364197896846536
753,0.8349575646881698
756,0.8442900006951375
759,0.7929185960392734
762,0.7553093089973704
765,0.7961225890462739
768,0.8488271988459897
771,0.8566974098564744
774,0.8589337539687424
777,0.8723303153335827
780,0.8456447091477617
783,0.8336028562355456
786,0.9100471189193446
792,0.8769320234107509
795,0.8964355244667866
798,0.8488056955372179
801,0.8811896785475701
804,0.8836840623651009
807,0.9287765008595946
810,0.9110577744316198
813,0.8645031109406422
816,0.8043798596146503
819,0.9656116687857126
822,0.9124984961193318
825,0.9543224316805098
828,0.9026714840106127
831,0.8756203215756703
834,0.8913607435966382
837,0.8635569653546824
840,0.9143692839824799
843,0.7876072787726355
846,0.8601809458775078
849,0.8516441322950976
852,0.8665889318915088
855,0.8046378993199123
858,0.7435900057167315
861,0.8564823767687559
864,0.8855333469194764
867,0.8697499182809649
870,0.8025520783690466
873,0.9132296086175733
876,0.8874256380913962
879,0.8868665520633295
882,0.8210449239128064
885,0.9338942883472866
888,0.9300451960771318
891,0.8801790230352949
894,0.8562458403722658
897,0.8665244219651926
900,0.9329911493788703
906,0.8663738988037903
909,0.8520526951617619
912,0.9378078905437561
918,0.9562147228524296
921,0.9070581590000625
924,0.9700843570102494
927,0.9762988132453038
930,0.8983493189474783
933,0.9406463273016366
936,0.8901995649229606
939,0.9017898483509681
942,0.917444257136849
945,0.8502679205337017
948,0.9441083600138982
951,0.8256466319899746
954,0.9387970427472603
957,0.9043702454035859
960,0.8772545730423281
963,0.9146058203789693
966,0.8336458628530892
969,0.8988223917404579
972,0.8981772924773034
975,0.9085633906140891
978,0.8971021270387128
981,0.9875665470417349
984,1.0490015002028075
987,0.982427256245271
993,0.9142187608210768
996,0.8748462024598852
999,0.899058928136948
1002,0.8259046716952365
1005,0.8953388557194236
1008,0.9007791928386929
1011,0.9300451960771318
1014,1.0324224491397385
1017,0.9802984286768618
1020,0.9318729773227362
1023,0.984298044108419
1026,0.9581500206418929
1029,0.9692672312769209
1032,0.9123479729579287
1035,0.973202336782163
1038,0.9452050287612612
1041,0.8883932869861279
1044,0.9427966581788175
1047,0.8938551274141688
1050,0.9561072063085708
1053,0.9471618298594956
1056,0.9676329798102631
1062,1.196514198377452
1071,0.9948991753329232
1074,1.0275411980485374
1077,0.9969419896662454
1080,0.9893728249785668
1083,0.9378078905437561
1086,0.9513334717612277
1089,0.9840615077119289
1092,1.0094784186802135
1095,0.9918887121048694
1098,0.9816961437470295
1101,1.0213052385047112
1104,0.9419365258279455
1107,1.0284658403257254
1110,0.9257660376315408
1113,0.9025424641579821
1116,0.9772449588312637
1119,0.8904361013194501
1122,1.1031468316902353
1125,1.0376262498625175
1128,1.0293044693678257
1131,1.0238641322485564
1134,1.0162949675608781
1137,0.9854162161645531
1140,1.0267025690064362
1143,1.0054142933223402
1146,1.008682796255656
1149,0.938044426940247
1152,1.0816435229184216
1155,0.9909210632101376
1158,0.9378293938525286
1161,0.9570963585120742
1164,1.035432912367793
1167,0.9589671463752223
1170,0.9140467343509019
1173,0.9494411805893079
1176,0.968321085690961
1179,1.0315623167888663
1182,1.0226384436485636
1185,0.9444309096454755
1191,1.0063174322907567
1197,1.0279497609152015
1200,0.9738259327365456
1203,0.9955657779048493
1206,0.964213953715545
1209,0.9646440198909809
1212,0.8514075958986075
1215,0.915315429568439
1218,0.8868665520633295
1221,0.85297733743895
1224,0.9065420795895395
1227,0.9605583912243358
1230,0.9744495286909283
1233,0.9431622144279384
1236,0.9684501055435916
1239,1.0079086771398709
1242,0.9997589231153533
1248,1.0726981464693464
1251,1.0006835653925414
1254,1.0164024841047377
1257,0.9720626614172564
1260,1.0264445293011744
1263,1.1045445467604036
1266,1.009542928606529
1269,1.0496035928484184
1272,1.0444858053607262
1275,0.9516560213928049
1278,0.9563007360875174
1281,1.0650859751641244
1284,0.9594187158594301
1287,1.0115212330135357
1290,1.010919140367924
1293,1.0081022069188168
1296,0.9397216850244484
1299,0.9558491666033089
1302,0.9645150000383496
1305,0.94045279752269
1308,0.9565802791015504
1311,0.9419365258279455
1314,0.9478284324314226
1317,1.0623980615676478
1320,0.9808145080873849
1323,0.984212030873332
1326,1.009628941841616
1329,0.9993718635574608
1332,0.9174012505193054
1335,0.9718261250207669
1338,0.9555696235892752
1341,0.9934369503364402
1344,0.9525591603612213
1347,1.005263770160938
1350,0.9432697309717979
1353,0.9195515813964864
1356,0.9658697084909745
1359,0.9645795099646657
1362,0.9908780565925941
1365,1.001651214287273
1368,0.9054239075334046
1371,0.9392916188490116
1374,0.9477854258138783
1377,0.9897813878452318
1380,0.9428181614875893
1383,1.0152413054310592
1386,0.9923832882066207
1398,1.0129834580100188
1401,1.0821811056377164
1404,0.9342598445964074
1407,0.9764708397154787
1410,1.0115642396310793
1413,0.9865343882206878
1416,0.9833734018312309
1419,1.106329321388464
1422,1.0336696410485038
1425,1.0181442521152544
1428,0.9789652235330094
1431,0.945334048613891
1434,0.9924047915153932
1437,1.0071130547153133
1440,1.0483564009396529
1443,0.977804044859331
1446,1.0359704950870878
1449,1.1235319684059155
1455,1.0048122006767293
1458,0.9682350724558739
1461,1.0325944756099132
1464,1.0088763260346025
1470,1.0982655805990333
1473,1.0315408134800945
1476,1.0661181339851713
1479,0.9990278106171118
1482,1.0705048089746219
1485,1.0569577244483785
1488,0.9758257404523242
1491,1.0648709420764066
1494,1.142562396668971
1497,1.0895782438552208
1500,1.0898362835604827
1503,1.110759002995458
1506,1.1171669890094582
1509,1.084783005999106
1512,1.0555170027606673
1515,0.9631817948944972
1518,1.0075216175819783
1521,1.0199290267433145
1524,1.0334546079607863
1527,0.9934154470276684
1530,1.0961152497218523
1533,1.0095214252977571
1536,1.0208751723292744
1539,1.141121674981259
1545,1.0854281052622605
1551,1.01287594146616
1554,1.051409870785251
1557,1.0755795898447695
1560,1.012617901760898
1563,1.033218071564296
1566,0.9904694937259299
1572,0.9538063522699867
1575,0.9740409658242632
1578,1.0488079704238615
1581,1.0153703252836905
1584,1.091018965542932
1587,1.1060927849919737
1590,1.0001029760557023
1593,1.0174131396170127
1596,1.0399916138274177
1599,0.9778685547856464
1602,1.0457760038870352
1605,0.9721701779611159
1608,1.005672333027602
1611,1.0493885597607
1614,1.0417548851467062
1617,1.007650637434609
1620,0.9414849563437369
1623,0.9426461350174152
1626,0.9196375946315742
1629,0.9712025290663843
1632,0.9120254233263515
1635,0.988426679392607
1638,0.9755461974382905
1641,1.0872128798903213
1644,0.9921897584276748
1647,1.0004040223785078
1650,1.072805663013206
1653,1.1501530646654212
1656,0.9894373349048822
1659,1.0534096785010298
1662,1.0019307573013068
1665,0.9613325103401217
1668,0.9800618922803717
1671,0.9845345805049093
1674,0.9583220471120678
1677,0.9854377194733248
1680,0.9998664396592121
1683,1.0388734417712828
1686,1.0567856979782044
1689,1.0604412604694127
1692,1.0205526226976973
1695,1.046722149472995
1698,0.9908995599013659
1701,0.9508388956594764
1704,1.0449588781537067
1707,1.0680319284658628
1710,1.1051036327884702
1713,0.9263681302771517
1716,0.9972645392978225
1719,1.0265950524625773
1722,0.9722346878874312
1725,1.0614304126729162
1728,0.9704714165681427
1731,0.967912522824296
1734,0.9781696011084519
1737,0.953096743080517
1740,0.950623862571758
1743,0.8879202141931483
1746,0.9586015901261008
1749,0.9817606536733449
1752,0.9581930272594364
1755,0.982685295950533
1758,0.9103266619333783
1761,0.9301957192385348
1764,0.9498712467647448
1767,0.9669233706207933
1770,0.9615475434278393
1773,0.9313568979122123
1776,0.9677619996628937
1779,0.9437643070735492
1782,0.8915112667580413
1785,0.9171002041965
1788,0.9223470115368226
1791,1.0385723954484773
1794,0.9446029361156503
1797,0.9166056280947479
